nombre,categoria,marca,codigo_barras,precio_venta,precio_costo,stock,stock_minimo
Placa Térmica c/ Regulador 40x28cm 20W,Exotic's,Exotic's,,400.0,276.0,0.0,0.0
Placa Térmica c/ Regulador 28x28cm 14W,Exotic's,Exotic's,,330.0,220.0,0.0,0.0
Placa Térmica c/ Regulador 15x28cm 7W,Exotic's,Exotic's,,260.0,176.0,0.0,0.0
Placa Térmica c/ Regulador 14x15cm 5W,Exotic's,Exotic's,,180.0,122.0,0.0,0.0
Marine Mix M 2500g,Aqua Forest,Aqua Forest,,3660.0,2197.0,2.0,0.0
Marine Mix Flakes 25g,Aqua Forest,Aqua Forest,,270.0,165.0,5.0,0.0
Test Pro Pack,Aqua Forest,Aqua Forest,5902026733304,1230.0,736.0,3.0,0.0
Coral Glue 2oz,Premium Aquatics,Premium Aquatics,,280.0,150.0,7.0,0.0
Rata jumbo - Alimento congelado,Alimento congelado,Alimento congelado,,70.0,38.0,0,0
Rata grande - Alimento congelado,Alimento congelado,Alimento congelado,,55.0,38.0,0,0
Rata mediana - Alimento congelado,Alimento congelado,Alimento congelado,,50.0,33.0,0,0
Moss-Bark 1kg,ReptilTerra,ReptilTerra,7028001094937,50.0,35.0,2.0,0.0
Peat Moss Básico 1kg,ReptilTerra,ReptilTerra,7009001091492,60.0,35.0,-119.0,0.0
SuperLoad 3oz/85g,Repashy,Repashy,0643854997401,150.0,72.0,0.0,0.0
Copepodos 250ml Fitomix,FitoMix,FitoMix,,250.0,130.0,0,0
Dubia ninfa,Alimento vivo,Alimento vivo,,75.0,50.0,0,0
Pangea Digital Thermometer,Pangea,Pangea,0854732004726,150.0,150.0,0.0,0.0
MF Bloque grande x10,Genérico,Genérico,,1200.0,750.0,0.0,0.0
MF Bloque hoyos x30,Genérico,Genérico,,500.0,250.0,0,0
MF Bloque hoyos x10,Genérico,Genérico,,200.0,250.0,0,0
MF Bloque hoyos,Genérico,Genérico,,30.0,250.0,0,0
MF Bloque X,Genérico,Genérico,,30.0,250.0,0,0
MF Bloque X x30pz,Genérico,Genérico,,600.0,250.0,0,0
MF Bloque X x10pz,Genérico,Genérico,,250.0,250.0,0,0
Magnetic Scrapper M,NO.1,NO.1,,500.0,600.0,36.0,0.0
Magnetic scraper S,NO.1,NO.1,,380.0,213.0,33.0,0.0
Mini decontamination pill 500g,NO.1,NO.1,,380.0,130.0,93.0,0.0
Comb Fiter cloth 40*100,NO.1,NO.1,,120.0,36.0,66.0,0.0
Magic filter bag 20*35,NO.1,NO.1,,100.0,23.0,117.0,0.0
Week Aqua mini 9 pro base,Week Aqua,Week Aqua,,450.0,220.0,2.0,0.0
Reactor LH300,Qanvee,Qanvee,6973486780213,300.0,100.0,55.0,0.0
Generador de olas SOW5,Jebao,Jebao,,1400.0,866.0,2.0,0.0
AC Mini Mysis 200g V2O,Alimento congelado,Alimento congelado,812261020112,350.0,260.0,1.0,0.0
AC Rotifers 200g V2O,Alimento congelado,Alimento congelado,8122610202111,350.0,235.0,1.0,0.0
AC Formula one 200g ON,Ocean nutrition,Ocean nutrition,098731100755,290.0,190.0,2.0,0.0
AC  Spirulina 200g ON,Ocean nutrition,Ocean nutrition,098731550758,290.0,190.0,2.0,0.0
AC Angel formula 200g ON,Ocean nutrition,Ocean nutrition,098731700757,290.0,190.0,1.0,0.0
AC Prime reef 200g ON,Ocean nutrition,Ocean nutrition,098731300759,290.0,190.0,2.0,0.0
AC Mysis 200g ON,Ocean nutrition,Ocean nutrition,098731772365,290.0,190.0,1.0,0.0
AC Discus formula 100G ON,Ocean nutrition,Ocean nutrition,098731230353,180.0,108.0,1.0,0.0
AC 50/50 200g V2O,Alimento congelado,Alimento congelado,812261021010,370.0,325.0,0.0,0.0
AC Spirulina Brine 200g V2O,Alimento congelado,Alimento congelado,812261020716,360.0,325.0,1.0,0.0
AC Ocean plankton 100g Hikari,Alimento congelado,Alimento congelado,042055329200,180.0,128.0,1.0,0.0
AC Tubifex 100g Hikari,Alimento congelado,Alimento congelado,042055329200,180.0,128.0,4.0,0.0
Easy starter 120ml,AZOO,AZOO,,75.0,50.0,2.0,0.0
11 IN 1 Bacteria 120,AZOO,AZOO,,120.0,80.0,0.0,0.0
11 IN 1 Bacteria 250ml,AZOO,AZOO,,200.0,130.0,2.0,0.0
Triple black water 250ML,General,,,170.0,115.0,-5.0,0.0
Fluval 207,Fluval,Fluval,,3199.0,2480.0,0.0,0.0
Aquamaster staple s 1kg,Aqua Master,Aqua Master,,600.0,400.0,1.0,0.0
Aquamaster wheat germ s 5kg,Aqua Master,Aqua Master,,2950.0,1980.0,1.0,0.0
Aquamaster growth s 5kg,Aqua Master,Aqua Master,,2900.0,1958.0,1.0,0.0
Aquamaster color enhancer s 5kg,Aqua Master,Aqua Master,,3200.0,2172.0,1.0,0.0
Aquamaster staple s 5kg,Aqua Master,Aqua Master,,2500.0,1724.0,1.0,0.0
Aquamaster growth s 1kg,Aqua Master,Aqua Master,,670.0,445.0,1.0,0.0
Aquamaster wheat germ s 1kg,Aqua Master,Aqua Master,,670.0,445.0,1.0,0.0
Aquamaster color enhancer s 1kg,Aqua Master,Aqua Master,,700.0,465.0,0.0,0.0
Fluval 307,Fluval,Fluval,,4000.0,3200.0,0.0,0.0
MF Esfera chica 30pz,Genérico,Genérico,,100.0,100.0,0,0
Small Silicone Cup Red,Pangea,Pangea,,80.0,49.0,33.0,5.0
Small Silicone Cup Green,Pangea,Pangea,,80.0,49.0,14.0,0.0
Small Silicone Cup Blue,Pangea,Pangea,,80.0,49.0,15.0,0.0
Pangea Humidity Hide Box Small,Pangea,Pangea,,220.0,106.0,-2.0,0.0
Small Silicone Cup Adapter Large,Pangea,Pangea,,28.0,6.0,24.0,5.0
Pangea Medium Rock Cave,Pangea,Pangea,0850005832140,385.0,190.0,11.0,4.0
Pangea Microdish  Branch Mount Small,Pangea,Pangea,0850039672880,330.0,160.0,14.0,5.0
Pangea Medium Rock Bowl,Pangea,Pangea,0850005832157,290.0,140.0,30.0,0.0
Pangea Hide Box Extra Large,Pangea,Pangea,0854732004597,325.0,156.0,0.0,5.0
Pangea Pinzas 30cm,Pangea,Pangea,,210.0,105.0,-3.0,1.0
Pangea Pinzas 20cm,Pangea,Pangea,,180.0,95.0,-2.0,2.0
Pangea Sexing Loupe,Pangea,Pangea,0854732004795,260.0,120.0,2.0,1.0
Hanging Coconut,Pangea,Pangea,,200.0,118.0,0.0,1.0
Pangea Large Rock Cave,Pangea,Pangea,0850005832133,400.0,210.0,2.0,5.0
Pangea Dinosaur Skull,Pangea,Pangea,0850005832102,385.0,190.0,31.0,5.0
Pangea Human Skull,Pangea,Pangea,0850005832119,355.0,175.0,12.0,0.0
Pangea Crocodile Skull,Pangea,Pangea,0850005832126,220.0,110.0,37.0,5.0
Pangea Esponja de Repuesto 10pz,Pangea,Pangea,0850005832294,165.0,72.0,7.0,2.0
Pangea Humidity Hide Box Medium,Pangea,Pangea,0850005832560,325.0,153.0,0.0,5.0
Pangea Hide Box Large,Pangea,Pangea,0854732004672,290.0,132.0,-5.0,5.0
Pangea Hide Box Medium,Pangea,Pangea,0854732004665,215.0,100.0,16.0,10.0
Pangea Hide Box Small,Pangea,Pangea,0850005832034,130.0,57.0,8.0,10.0
Pangea Hide Box Mini,Pangea,Pangea,0850005832041,105.0,45.0,34.0,0.0
"Pangea Drainage Mesh 45cm 18x18""",Pangea,Pangea,0850005832287,130.0,63.0,0.0,2.0
"Pangea Drainage Mesh 30cm 12x12""",Pangea,Pangea,0850005832270,110.0,53.0,5.0,0.0
"Pangea Drainage Mesh 20cm 8x8""",Pangea,Pangea,0850005832263,90.0,42.0,2.0,2.0
Pangea Temp & Humidity Gauge,Pangea,Pangea,0850005832409,265.0,120.0,0.0,10.0
Pangea VivBright LED 13W,Pangea,Pangea,0854732004467,1000.0,470.0,1.0,0.0
Pangea Halogen Heat Lamp 75W,Pangea,Pangea,0850005832614,350.0,170.0,33.0,0.0
Pangea Halogen Heat Lamp 50W,Pangea,Pangea,0850005832607,325.0,158.0,46.0,0.0
Pangea Deep Heat Projector 100W,Pangea,Pangea,0850005832591,825.0,365.0,43.0,2.0
Pangea Deep Heat Projector 75W,Pangea,Pangea,0850005832584,770.0,350.0,30.0,2.0
Pangea Deep Heat Projector 50W,Pangea,Pangea,0850005832577,715.0,389.0,38.0,2.0
Plastic Feeding Cup Large 10pz,Pangea,Pangea,0850039672118,20.0,6.0,0.0,50.0
Plastic Feeding Cup Small 10pz,Pangea,Pangea,0850039678707,15.0,4.0,0.0,50.0
Small Silicone Cup Black,Pangea,Pangea,,80.0,49.0,-3.0,6.0
Small Silicone Cup Adapter Small,Pangea,Pangea,,25.0,6.0,19.0,5.0
Pangea Suction Cup Acrylic Large,Pangea,Pangea,0854732004573,300.0,140.0,15.0,0.0
Pangea Suction Cup Acrylic Small,Pangea,Pangea,0854732004580,230.0,120.0,6.0,4.0
Magnetic Gecko Ledge - Acrylic Small,Pangea,Pangea,0854732004542,485.0,240.0,14.0,4.0
Magnetic Gecko Ledge - Acrylic Large,Pangea,Pangea,0854732004023,540.0,260.0,21.0,4.0
Pangea Microdish Surface Mini Dual,Pangea,Pangea,0850039672866,330.0,160.0,15.0,6.0
Pangea Microdish Branch Mount Large,Pangea,Pangea,0850039672897,385.0,185.0,16.0,6.0
Pangea Microdish Branch Mount Mini Dual,Pangea,Pangea,0850039672859,330.0,160.0,13.0,0.0
Pangea Microdish Surface Small,Pangea,Pangea,0850039672873,330.0,160.0,15.0,6.0
Pangea Mini Magnetic Ledge,Pangea,Pangea,0854732004313,385.0,190.0,0.0,6.0
Pangea Ultimate Cup Adapter,Pangea,Pangea,,70.0,35.0,10.0,2.0
Pangea Gecko Ultimate Ledge Magnetic,Pangea,Pangea,0854732004504,640.0,300.0,10.0,2.0
Pangea Miner All Indoor 6oz/170g,Pangea,Pangea,0041139400019,320.0,150.0,19.0,6.0
PangeaCal Calcium without D3 85g,Pangea,Pangea,0850005832010,180.0,80.0,-4.0,10.0
PangeaCal Calcium with D3 85g,Pangea,Pangea,0850005832003,200.0,85.0,-6.0,10.0
Pangea Egg Organizer,Pangea,Pangea,,330.0,165.0,12.0,5.0
Pangea Hatch 1.81kg,Pangea,Pangea,854732004177,320.0,165.0,0.0,2.0
Pangea Hatch 907g,Pangea,Pangea,0854732004160,240.0,130.0,1.0,0.0
Pangea Hatch 454g,Pangea,Pangea,0854732004153,180.0,95.0,0.0,2.0
Pangea GD Sample Pack 7x2oz,Pangea,Pangea,0850005832928,1815.0,930.0,0.0,1.0
Pangea P.I.G. 1820g,Pangea,Pangea,,1815.0,890.0,0.0,1.0
Pangea P.I.G. 453g,Pangea,Pangea,854732004474,640.0,310.0,0.0,1.0
Pangea P.I.G. 8oz/225g,Pangea,Pangea,0854732004474,495.0,240.0,10.0,0.0
Pangea GT Fruit Mix 64oz/1.81kg,Pangea,Pangea,0854732004375,3190.0,1570.0,0.0,1.0
Pangea GT Fruit Mix 16oz/454g,Pangea,Pangea,0854732004306,970.0,470.0,1.0,2.0
Pangea GD With Watermelon 64oz/1.81kg,Pangea,Pangea,0854732004351,3575.0,1755.0,0.0,1.0
Pangea GD With Watermelon 16oz/454g,Pangea,Pangea,0854732004115,1035.0,505.0,0.0,2.0
Pangea GD Growth & Breeding 16oz/454g,Pangea,Pangea,0854732004641,1100.0,540.0,0.0,0.0
Pangea GD Growth & Breeding 64oz/1.81kg,Pangea,Pangea,0854732004658,3850.0,1870.0,0.0,0.0
Pangea GD With Insects 16oz/454g,Pangea,Pangea,0854732004405,1035.0,505.0,-3.0,1.0
Pangea GD With Insects 64oz/1.81kg,Pangea,Pangea,0854732004429,3575.0,1755.0,0.0,1.0
Pangea GD Papaya 64oz/1.81kg,Pangea,Pangea,0854732004337,3575.0,1755.0,0.0,0.0
Pangea GD Papaya 16oz/454g,Pangea,Pangea,0854732004276,1035.0,505.0,0.0,2.0
Pangea GD Fig & Insects 64oz/1.81kg,Pangea,Pangea,0854732004078,3575.0,1755.0,0.0,0.0
Pangea GD Fig & Insects 16oz/454g,Pangea,Pangea,0854732004962,1035.0,505.0,0.0,2.0
Pangea GD Apricot 64oz/1.81kg,Pangea,Pangea,3853442004221,3575.0,1755.0,1.0,1.0
Pangea GD Apricot 16oz/454g,Pangea,Pangea,0854732004214,1035.0,505.0,1.0,2.0
Magnetic MegaVeggieMag Max,Two Little Fishies,Two Little Fishies,,1000.0,760.0,0.0,0.0
Superhorn 70oz/2kg,Repashy,Repashy,0643854999078,1100.0,777.0,2.0,0.0
Savory Stew 3oz/85g,Repashy,Repashy,0643854998002,250.0,135.0,0.0,0.0
Mealworms Pie 3oz/85g,Repashy,Repashy,0643854999627,260.0,145.0,5.0,0.0
Superhorn 12oz/340g,Repashy,Repashy,0643854999054,400.0,205.0,1.0,0.0
Supercal LoD 17.6oz/500g,Repashy,Repashy,0643854996343,300.0,215.0,1.0,0.0
Grubs 'n' fruits 12oz/340g,Repashy,Repashy,0643854950437,500.0,359.0,0.0,0.0
Mulberry madness 12oz/340g,Repashy,Repashy,0643854999238,500.0,359.0,2.0,0.0
Crested Gecko Classic 12oz/340g,Repashy,Repashy,0643854951441,500.0,359.0,1.0,0.0
Fig Frenzy 6oz,Repashy,Repashy,0643854999665,380.0,215.0,4.0,0.0
Mango superblend 6oz/170g,Repashy,Repashy,0643854995506,400.0,225.0,2.0,0.0
3D Retractible Net Cuadrada Large,Aquapro,Aquapro,6975017511099,250.0,90.0,4.0,0.0
3D Retractible Net Circular Small,Aquapro,Aquapro,6975017510559,200.0,90.0,-1.0,0.0
Neo Bag Minus,Aquario,Aquario,8809702871855,280.0,215.0,4.0,0.0
Neo Booster Tropical 300ml,Aquario,Aquario,8809702871657,300.0,194.0,3.0,0.0
Mini 9 Pro Week Aqua,Week Aqua,Week Aqua,,500.0,300.0,-86.0,0.0
MF Block Nano NO.1 30pz,NO.1,NO.1,,750.0,100.0,88.0,0.0
Arcadia Halogen Heat Lamp 50w,Arcadia,Arcadia,844046001498,435.0,435.0,1.0,0.0
L900 Pro K Week Aqua,Week Aqua,Week Aqua,,4400.0,2160.0,7.0,0.0
TM potassium 500ml,Tropic Marine,Tropic Marine,,220.0,155.0,2.0,0.0
Tropic Marine Bio calcium 500g,Tropic Marine,Tropic Marine,,250.0,160.0,-1.0,0.0
Elimi-Aiptas 500mL,Tropic Marine,Tropic Marine,,750.0,580.0,-1.0,0.0
Repuesto Navaja Bubble Magus,General,,,290.0,240.0,3.0,0.0
Stress guard 100 ml,Seachem,Seachem,,200.0,100.0,-3.0,0.0
Stress guard 250 ml,Seachem,Seachem,,400.0,200.0,-2.0,0.0
Stress guard 500 ml,Seachem,Seachem,,620.0,310.0,-5.0,0.0
Zeolite 250 ml,Seachem,Seachem,,1.0,1.0,1.0,0.0
Vitality 500 ml,Seachem,Seachem,,1.0,1.0,0.0,0.0
Renew 2L,Seachem,Seachem,,1.0,1.0,0,0
Tropic Marine Classic Sea salt 10kg,Tropic Marine,Tropic Marine,0619106101285,1050.0,793.0,5.0,0.0
Salifert Oxygen,Salifert,Salifert,8714079130446,450.0,400.0,1.0,0.0
Chemipure Green 5oz,Boyd Enterprises,Boyd Enterprises,0719958000009,450.0,220.0,3.0,0.0
Aspersor 2L,Only Reptile,Only Reptile,,180.0,99.0,-1.0,0.0
Aspersor 1L,Only Reptile,Only Reptile,,160.0,89.0,-6.0,0.0
Terrario acrilico closet grande (30x15x15cm),Only Reptile,Only Reptile,,650.0,650.0,-29.0,0.0
Terrario acrilico mini (10x10x10cm),Only Reptile,Only Reptile,,250.0,1000.0,0,0
Hydro-Load 6.6lb/3kg,Repashy,Repashy,0643854995971,2000.0,1382.0,2.0,0.0
Crested gecko MRP 6oz/170g,Repashy,Repashy,0643854908200,350.0,204.0,7.0,0.0
Crested Gecko Classic 3oz/85g,Repashy,Repashy,0643854903655,260.0,145.0,37.0,0.0
Caribsea Special grade reef sand 18kg,CaribSea,CaribSea,,1450.0,880.0,-8.0,0.0
AF UltraScrape XL,Aqua Forest,Aqua Forest,5902026733601,3940.0,2955.0,0.0,0.0
AF UltraScrape L,Aqua Forest,Aqua Forest,5902026733571,2260.0,1695.0,0.0,0.0
Sea salt 25kg,Aqua Forest,Aqua Forest,5902026730174,1700.0,1106.0,2.0,0.0
Neo Booster Plants 1l,Aquario,Aquario,8809702871640,650.0,448.0,1.0,0.0
Pangea GD Fig & Insects 8oz/225g,Pangea,Pangea,0854732004955,540.0,265.0,-3.0,5.0
AquaStik Coralline Red 4oz,Two Little Fishies,Two Little Fishies,0748172442005,360.0,245.0,0.0,0.0
Mag Feeder - Magnetic Feeding Ring,Two Little Fishies,Two Little Fishies,0748172507247,450.0,281.0,3.0,0.0
BRS GFO 1lb - Granular Ferric Oxide,Bulk Reef Suply,Bulk Reef Suply,0853710007865,960.0,598.0,2.0,0.0
BRS Bituminous Carbon 32oz,Bulk Reef Suply,Bulk Reef Suply,0850000695061,265.0,165.0,0.0,0.0
Bio Brick - 1000 gallons,Brightwell aquatics,Brightwell aquatics,0810086016822,1080.0,672.0,-3.0,0.0
Vitamarin M 500ml - Suplemento multivitamínico,Brightwell aquatics,Brightwell aquatics,0810086010646,745.0,464.0,0.0,0.0
Microbacter StartXLM 500ml,Brightwell aquatics,Brightwell aquatics,0810086019526,940.0,569.0,-2.0,0.0
Shrimp Florin Multi 500ml,Brightwell aquatics,Brightwell aquatics,0096647000183,275.0,170.0,-1.0,0.0
Shrimp Florin Gro+ 500ml,Brightwell aquatics,Brightwell aquatics,0096647000220,275.0,170.0,0.0,0.0
Red Slime 20g - 300gal,Ultra Life,Ultra Life,0790869100101,470.0,294.0,0,0
RedCyano Rx 4g - 300gal,Blue Life,Blue Life,0858542001241,340.0,212.0,3.0,0.0
AccuraSea 250ml,Two Little Fishies,Two Little Fishies,0748172507001,300.0,137.0,1.0,0.0
Digital Salinity Refractometer MA887,Milwaukee,Milwaukee,0810666006007,3060.0,1911.0,0,0
BiodiLife+ 100ml - 3000l,ProdiBio,ProdiBio,3594200019902,120.0,79.0,6.0,0.0
Biotrace x30,ProdiBio,ProdiBio,3594200001334,800.0,612.0,1.0,0.0
Bioptim pro x10 - 20000l,ProdiBio,ProdiBio,3594200007213,1700.0,1292.0,4.0,0.0
Red Marine Algae 150g - 50 sheets (copia),Ocean nutrition,Ocean nutrition,0098731250078,860.0,466.0,2.0,0.0
Green Marine Algae 150g - 50 sheets,Ocean nutrition,Ocean nutrition,0098731250276,860.0,466.0,1.0,0.0
Polyp One 500ml,Polyp Lab,Polyp Lab,0019962972430,330.0,201.0,3.0,0.0
Flipper Flip kick,Flipper,Flipper,0652043949534,1130.0,704.0,0.0,0.0
Eheim Everyday Fish Feeder - 100ml,Eheim,Eheim,0720686350182,1400.0,671.0,1.0,0.0
BRS Pro Cation Resin - 1 Refill,Bulk Reef Suply,Bulk Reef Suply,0853710007247,400.0,251.0,3.0,0.0
Comeline DocSkimmer 9001 - 140l,Tunze,Tunze,4025167900112,4900.0,3563.0,0.0,0.0
Comeline DocSkimmer 9004 - 250l,Tunze,Tunze,4025167900402,6780.0,4608.0,0.0,0.0
Floating Fish Trap,Nyos,Nyos,4260246924539,1700.0,917.0,0,0
SeaVeggies Red Seaweed Flakes 30g,Two Little Fishies,Two Little Fishies,0748172504024,160.0,101.0,1.0,0.0
SeaVeggies Mixed Seaweed Flakes 30g,Two Little Fishies,Two Little Fishies,0748172508022,160.0,101.0,1.0,0.0
Nano-Tech Anaerobic-Block 2pz - 1000l,Maxspect,Maxspect,6971764810485,580.0,314.0,1.0,0.0
Pastel Reef Magnifier,Maxspect,Maxspect,6971764811437,755.0,470.0,2.0,0.0
Nano ATO,JBJ,JBJ,0754111158005,2900.0,1813.0,1.0,0.0
Gourmet Defroster Pro,Innovative Marine,Innovative Marine,6940005107462,660.0,410.0,1.0,0.0
Professional Reef Test Kit,Hanna,Hanna,,9600.0,6036.0,1.0,0.0
Coral Dip 8oz,Coral Rx,Coral Rx,0850699002010,380.0,235.0,1.0,0.0
BRS GFO 4lb - Granular Ferric Oxide,Bulk Reef Suply,Bulk Reef Suply,0853710007377,2875.0,1797.0,1.0,0.0
BRS GFO 2lb - Granular Ferric Oxide,Bulk Reef Suply,Bulk Reef Suply,0853710007490,1725.0,1078.0,3.0,0.0
BRS Bituminous Carbon 128oz,Bulk Reef Suply,Bulk Reef Suply,0853710007353,850.0,407.0,0.0,0.0
BRS Bituminous Carbon 64oz,Bulk Reef Suply,Bulk Reef Suply,0853710007476,600.0,241.0,1.0,0.0
BRS Biopellets 1.5lb,Bulk Reef Suply,Bulk Reef Suply,0853710007834,1840.0,1148.0,4.0,0.0
BRS Biopellets 0.75lb,Bulk Reef Suply,Bulk Reef Suply,0853710007339,1130.0,705.0,9.0,0.0
BRS Insta Set 60ml - Glue Accelerator,Bulk Reef Suply,Bulk Reef Suply,0707336151009,200.0,150.0,2.0,0.0
Vitamarin M 250ml - Suplemento multivitamínico,Brightwell aquatics,Brightwell aquatics,0810086010639,440.0,274.0,0.0,0.0
Refractometer Calibration Standard  60ml,Brightwell aquatics,Brightwell aquatics,0810086019076,200.0,155.0,2.0,0.0
NeoPhos 500ml,Brightwell aquatics,Brightwell aquatics,0810086016280,350.0,249.0,1.0,0.0
NeoPhos 250ml,Brightwell aquatics,Brightwell aquatics,0810086016273,220.0,143.0,-3.0,0.0
NeoNitro 250ml,Brightwell aquatics,Brightwell aquatics,0810086016242,195.0,80.0,1.0,0.0
NeoNitro 500ml,Brightwell aquatics,Brightwell aquatics,0810086016259,350.0,186.0,1.0,0.0
Microbacter StartXLM 250ml,Brightwell aquatics,Brightwell aquatics,0810086019519,650.0,500.0,1.0,0.0
Microbacter StartXLM 125ml,Brightwell aquatics,Brightwell aquatics,0810086019502,350.0,205.0,0.0,0.0
Garlic Power 30ml,Brightwell aquatics,Brightwell aquatics,0810086010219,375.0,232.0,0.0,0.0
Shrimp Florin Multi 250ml,Brightwell aquatics,Brightwell aquatics,0096647000176,175.0,108.0,-2.0,0.0
Shrimp Florin Gro+ 250ml,Brightwell aquatics,Brightwell aquatics,0096647000213,175.0,108.0,2.0,0.0
Shrimp FlorinBacter7 500ml,Brightwell aquatics,Brightwell aquatics,0096647000268,415.0,257.0,2.0,0.0
Shrimp FlorinBacter7 250ml,Brightwell aquatics,Brightwell aquatics,0096647000251,235.0,145.0,-4.0,0.0
ChaetoGro 500ml - Refugium Fertilizer,Brightwell aquatics,Brightwell aquatics,0810086017072,600.0,426.0,-3.0,0.0
ChaetoGro 250ml - Refugium Fertilizer,Brightwell aquatics,Brightwell aquatics,0810086017065,350.0,249.0,2.0,0.0
AminOmega 125ml - Amino & Omega - 3/6 HUFA,Brightwell aquatics,Brightwell aquatics,0810086010028,400.0,249.0,2.0,0.0
Lugol's 30ml - Lugol's Solution,Brightwell aquatics,Brightwell aquatics,0810086010349,480.0,380.0,1.0,0.0
Vitachem 4oz - Marine Formula,Boyd Enterprises,Boyd Enterprises,0719958167078,300.0,199.0,3.0,0.0
Chemipure Green 11oz,Boyd Enterprises,Boyd Enterprises,0719958000016,750.0,421.0,3.0,0.0
Chemipure Green Nano 5x22g - 110g,Boyd Enterprises,Boyd Enterprises,0719958000054,360.0,210.0,2.0,0.0
Chemipure Elite 46oz,Boyd Enterprises,Boyd Enterprises,0719958167450,1900.0,1299.0,1.0,0.0
LumenIZE Jumper T5 to T5,Arcadia,Arcadia,5018296000753,150.0,75.0,0.0,0.0
LumenIZE ShadeDwellerMax ProT5 2.5% UVB,Arcadia,Arcadia,,2200.0,1520.0,0.0,0.0
ShadeDweller Pro-Arboreal T5 2.4% UVB Kit,Arcadia,Arcadia,,1500.0,700.0,0.0,0.0
Halogen Heat Lamp 100w,Arcadia,Arcadia,844046001511,300.0,200.0,-4.0,0.0
Halogen Heat Lamp 50w,Arcadia,Arcadia,844046001498,250.0,170.0,-1.0,0.0
Halogen Heat Lamp 35w,Arcadia,Arcadia,844046002013,250.0,170.0,0.0,0.0
Deep Heat Projector 50w,Arcadia,Arcadia,5060127655441,600.0,400.0,-1.0,0.0
"LumenIZE Jungle Dawn 48"" (120cm) 80 Watt",Arcadia,Arcadia,844046002587,3000.0,2200.0,0.0,0.0
"LumenIZE Jungle Dawn 35"" (90cm) 54 Watt",Arcadia,Arcadia,844046002570,2700.0,1900.0,1.0,0.0
"LumenIZE Jungle Dawn 23"" (60cm) 39 Watt",Arcadia,Arcadia,844046002563,2100.0,1500.0,0.0,0.0
EarthPro CalciumPro-Mg 450g,Arcadia,Arcadia,844046013972,500.0,220.0,-1.0,0.0
EarthPro CalciumPro-Mg 80g,Arcadia,Arcadia,844046013996,150.0,120.0,0.0,0.0
Arcadia Solar Basking Flood 50w,Arcadia,Arcadia,844046001832,150.0,100.0,4.0,0.0
Calcium plus LoD 105oz/3kg,Repashy,Repashy,0643854995681,2000.0,1296.0,-1.0,0.0
Calcium plus LoD 17.6oz/500g,Repashy,Repashy,0643854995667,550.0,387.0,4.0,0.0
Supercal NoD 105oz/3kg,Repashy,Repashy,0643854996435,1550.0,860.0,-1.0,0.0
Pumpkin pie 3oz/85g,Repashy,Repashy,0643854999559,250.0,135.0,2.0,0.0
Morning wood  12oz/340g,Repashy,Repashy,0643854999252,500.0,359.0,2.0,0.0
LumenIZE ProT5 120cm,Arcadia,Arcadia,844046002723,2600.0,2200.0,0.0,0.0
LumenIZE ProT5 90cm,Arcadia,Arcadia,0844046002686,2400.0,2200.0,0.0,0.0
Combo Deep Dome Dual Lamp,ZooMed,ZooMed,0097612322255,1350.0,760.0,-1.0,0.0
Terrarium Moss 5.62L,ZooMed,ZooMed,0097612200256,500.0,310.0,-2.0,0.0
New Zealand Sphagnum Moss 1.3L,ZooMed,ZooMed,097612200294,200.0,100.0,4.0,0.0
Skimmer Octo CLSC 200 INT,Reef Octopus,Reef Octopus,,8000.0,5300.0,0.0,0.0
Skimmer Octo CLSC 150S,Reef Octopus,Reef Octopus,,7900.0,4600.0,1.0,0.0
Termostato Sicce 100W,Sicce,Sicce,8011469978986,999.0,590.0,0.0,0.0
eSHa 2000 20ml,eSHa,eSHa,,380.0,270.0,-1.0,0.0
eSHa Minaroll 20ml,eSHa,eSHa,,335.0,239.0,-2.0,0.0
eSHa Oodinex 20ml,eSHa,eSHa,,430.0,306.0,-2.0,0.0
eSHa alx 20ml,eSHa,eSHa,,620.0,441.0,2.0,0.0
eSHa ndx 20ml,eSHa,eSHa,,630.0,450.0,0.0,0.0
eSHa gdex 20ml,eSHa,eSHa,,630.0,450.0,0.0,0.0
eSHa optima 20ml,eSHa,eSHa,,310.0,216.0,-1.0,0.0
eSHa Hexamita 20ml,eSHa,eSHa,,530.0,377.0,-5.0,0.0
eSHa Exit 20ml,eSHa,eSHa,,310.0,216.0,1.0,0.0
eSHa Trimarin 20ml,eSHa,eSHa,,470.0,333.0,1.0,0.0
MicroBacter Clean 500ml,Brightwell aquatics,Brightwell aquatics,0810086017805,490.0,260.0,-4.0,0.0
MicroBacter Clean 250ml,Brightwell aquatics,Brightwell aquatics,0810086017799,260.0,150.0,-3.0,0.0
Microbacter Clean 2000ml,Brightwell aquatics,Brightwell aquatics,810086012213,1000.0,1000.0,0.0,0.0
Elementals Trace Mn,Fauna Marin,Fauna Marin,4260119455252,570.0,352.0,-1.0,0.0
RTN / STN X 500ml,Fauna Marin,Fauna Marin,4260119458352,1130.0,705.0,2.0,0.0
DINO X 1000ml,Fauna Marin,Fauna Marin,4260119451117,1900.0,1360.0,1.0,0.0
Trace 3 BL 500ml,Fauna Marin,Fauna Marin,4260119450967,540.0,340.0,2.0,0.0
Trace 3 BL 250ml,Fauna Marin,Fauna Marin,4260119450936,360.0,225.0,0.0,0.0
